MatchID,EventID,Tournament,TournamentDate,Season,Surface,Level,PlayerID,Player,Opponent,OpponentID,Wins,Appearances,Top10Matches,Top10Wins,PlayerRank,OpponentRank,Aces,DoubleFaults,ServePoints,FirstServesIn,FirstServePointsWon,SecondServePointsWon,SecondServePoints,ServePointsWon,ReturnPointsWon,ReturnPoints,BreakPointsSaved,BreakPointsFaced,StatsCovered,Score,Round,Minutes
2024-8998:297,2024-8998,Adelaide,2024-01-08,2024,Hard,A,126205,Tommy Paul,Jack Draper,207733,0,1,0,0,14.0,62.0,2.0,1.0,54.0,37.0,21.0,8.0,17.0,29.0,12.0,47.0,3.0,7.0,1,6-1 6-4,QF,80.0
2024-8998:296,2024-8998,Adelaide,2024-01-08,2024,Hard,A,207518,Lorenzo Musetti,Alexander Bublik,122330,0,1,0,0,25.0,31.0,3.0,2.0,115.0,73.0,45.0,22.0,42.0,67.0,35.0,102.0,9.0,14.0,1,6-3 6-7(4) 7-5,QF,158.0
2024-8998:295,2024-8998,Adelaide,2024-01-08,2024,Hard,A,106331,Christopher Oconnell,Sebastian Korda,200624,0,1,0,0,71.0,29.0,5.0,4.0,66.0,43.0,30.0,11.0,23.0,41.0,17.0,64.0,5.0,7.0,1,6-4 6-4,QF,89.0
2024-8998:294,2024-8998,Adelaide,2024-01-08,2024,Hard,A,111797,Nicolas Jarry,Jiri Lehecka,208103,0,1,0,0,18.0,32.0,9.0,3.0,77.0,52.0,33.0,10.0,25.0,43.0,16.0,58.0,4.0,7.0,1,6-4 7-5,QF,100.0
2024-8998:293,2024-8998,Adelaide,2024-01-08,2024,Hard,A,106109,Alex Bolt,Tommy Paul,126205,0,1,0,0,325.0,14.0,5.0,0.0,53.0,35.0,22.0,7.0,18.0,29.0,11.0,51.0,2.0,5.0,1,6-3 6-2,R16,69.0
2024-8998:292,2024-8998,Adelaide,2024-01-08,2024,Hard,A,200175,Miomir Kecmanovic,Jack Draper,207733,0,1,0,0,55.0,62.0,12.0,5.0,122.0,69.0,47.0,32.0,53.0,79.0,50.0,137.0,1.0,3.0,1,5-7 7-6(9) 7-6(7),R16,219.0
2024-8998:291,2024-8998,Adelaide,2024-01-08,2024,Hard,A,111442,Jordan Thompson,Lorenzo Musetti,207518,0,1,0,0,47.0,25.0,5.0,0.0,66.0,36.0,20.0,14.0,30.0,34.0,1.0,33.0,3.0,7.0,1,6-4 6-1,R16,85.0
2024-8998:290,2024-8998,Adelaide,2024-01-08,2024,Hard,A,105554,Daniel Evans,Alexander Bublik,122330,0,1,0,0,40.0,31.0,2.0,4.0,68.0,39.0,23.0,13.0,29.0,36.0,31.0,85.0,2.0,7.0,1,4-6 6-2 6-1,R16,122.0
2024-8998:289,2024-8998,Adelaide,2024-01-08,2024,Hard,A,207686,Alexander Shevchenko,Christopher Oconnell,106331,0,1,0,0,48.0,71.0,3.0,1.0,46.0,31.0,18.0,6.0,15.0,24.0,10.0,45.0,4.0,8.0,1,6-3 6-1,R16,60.0
2024-8998:288,2024-8998,Adelaide,2024-01-08,2024,Hard,A,132283,Lorenzo Sonego,Sebastian Korda,200624,0,1,0,0,46.0,29.0,4.0,2.0,74.0,52.0,34.0,11.0,22.0,45.0,18.0,65.0,1.0,4.0,1,6-4 7-6(10),R16,104.0
2024-8998:287,2024-8998,Adelaide,2024-01-08,2024,Hard,A,105583,Dusan Lajovic,Jiri Lehecka,208103,0,1,0,0,52.0,32.0,2.0,1.0,87.0,64.0,42.0,10.0,23.0,52.0,36.0,100.0,6.0,10.0,1,7-5 4-6 6-3,R16,139.0
2024-8998:286,2024-8998,Adelaide,2024-01-08,2024,Hard,A,208286,Matteo Arnaldi,Nicolas Jarry,111797,0,1,0,0,41.0,18.0,17.0,5.0,121.0,74.0,57.0,21.0,47.0,78.0,43.0,124.0,6.0,10.0,1,6-7(5) 7-6(7) 6-4,R16,207.0
2024-8998:284,2024-8998,Adelaide,2024-01-08,2024,Hard,A,205734,Thiago Seyboth Wild,Alex Bolt,106109,0,1,0,0,78.0,325.0,2.0,6.0,71.0,46.0,28.0,9.0,25.0,37.0,7.0,39.0,7.0,11.0,1,6-3 6-2,R32,72.0
2024-8998:283,2024-8998,Adelaide,2024-01-08,2024,Hard,A,111456,Mackenzie Mcdonald,Miomir Kecmanovic,200175,0,1,0,0,42.0,55.0,2.0,5.0,55.0,36.0,21.0,5.0,19.0,26.0,17.0,47.0,4.0,9.0,1,6-4 6-2,R32,73.0
2024-8998:282,2024-8998,Adelaide,2024-01-08,2024,Hard,A,202104,Sebastian Baez,Jack Draper,207733,0,1,0,0,26.0,62.0,1.0,1.0,49.0,34.0,19.0,7.0,15.0,26.0,16.0,51.0,1.0,5.0,1,6-1 6-3,R32,78.0
2024-8998:280,2024-8998,Adelaide,2024-01-08,2024,Hard,A,207680,Facundo Diaz Acosta,Jordan Thompson,111442,0,1,0,0,93.0,47.0,2.0,4.0,56.0,35.0,16.0,13.0,21.0,29.0,9.0,42.0,4.0,8.0,1,6-2 6-2,R32,84.0
2024-8998:279,2024-8998,Adelaide,2024-01-08,2024,Hard,A,208014,Rinky Hijikata,Daniel Evans,105554,0,1,0,0,70.0,40.0,4.0,5.0,69.0,41.0,27.0,13.0,28.0,40.0,14.0,57.0,9.0,11.0,1,6-3 6-4,R32,98.0
2024-8998:278,2024-8998,Adelaide,2024-01-08,2024,Hard,A,210317,James Mccabe,Alexander Bublik,122330,0,1,0,0,278.0,31.0,1.0,1.0,56.0,29.0,12.0,16.0,27.0,28.0,15.0,48.0,1.0,6.0,1,6-2 6-3,R32,77.0
2024-8998:277,2024-8998,Adelaide,2024-01-08,2024,Hard,A,144869,Tomas Martin Etcheverry,Alexander Shevchenko,207686,0,1,0,0,30.0,48.0,9.0,2.0,110.0,73.0,50.0,16.0,37.0,66.0,48.0,117.0,6.0,11.0,1,7-6(4) 4-6 7-5,R32,176.0
2024-8998:276,2024-8998,Adelaide,2024-01-08,2024,Hard,A,126239,Arthur Rinderknech,Christopher Oconnell,106331,0,1,0,0,97.0,71.0,10.0,2.0,69.0,49.0,34.0,6.0,20.0,40.0,11.0,50.0,2.0,5.0,1,6-4 6-4,R32,87.0
2024-8998:275,2024-8998,Adelaide,2024-01-08,2024,Hard,A,105870,Yannick Hanfmann,Lorenzo Sonego,132283,0,1,0,0,49.0,46.0,5.0,0.0,111.0,71.0,50.0,27.0,40.0,77.0,31.0,103.0,3.0,4.0,1,7-5 2-6 7-6(9),R32,172.0
2024-8998:273,2024-8998,Adelaide,2024-01-08,2024,Hard,A,200443,Adam Walton,Jiri Lehecka,208103,0,1,0,0,176.0,32.0,4.0,0.0,51.0,35.0,23.0,3.0,16.0,26.0,16.0,51.0,5.0,9.0,1,6-1 6-3,R32,70.0
2024-8998:272,2024-8998,Adelaide,2024-01-08,2024,Hard,A,106423,Thanasi Kokkinakis,Dusan Lajovic,105583,0,1,0,0,68.0,52.0,4.0,4.0,81.0,56.0,36.0,10.0,25.0,46.0,29.0,84.0,5.0,9.0,1,3-6 6-1 6-4,R32,131.0
2024-8998:271,2024-8998,Adelaide,2024-01-08,2024,Hard,A,126523,Bernabe Zapata Miralles,Matteo Arnaldi,208286,0,1,0,0,77.0,41.0,1.0,1.0,71.0,49.0,25.0,11.0,22.0,36.0,20.0,59.0,6.0,10.0,1,6-4 6-3,R32,101.0
2024-0301:300,2024-0301,Auckland,2024-01-08,2024,Hard,A,106121,Taro Daniel,Alejandro Tabilo,126214,0,1,0,0,74.0,82.0,2.0,2.0,57.0,31.0,24.0,9.0,26.0,33.0,25.0,73.0,2.0,5.0,1,6-2 7-5,F,96.0
2024-0301:299,2024-0301,Auckland,2024-01-08,2024,Hard,A,210097,Ben Shelton,Taro Daniel,106121,0,1,0,0,16.0,74.0,9.0,3.0,84.0,57.0,44.0,15.0,27.0,59.0,23.0,87.0,1.0,2.0,1,7-5 7-6(9),SF,120.0
2024-0301:298,2024-0301,Auckland,2024-01-08,2024,Hard,A,209950,Arthur Fils,Alejandro Tabilo,126214,0,1,0,0,35.0,82.0,5.0,7.0,64.0,36.0,20.0,14.0,28.0,34.0,29.0,80.0,4.0,8.0,1,6-2 7-5,SF,108.0
2024-0301:297,2024-0301,Auckland,2024-01-08,2024,Hard,A,106148,Roberto Carballes Baena,Ben Shelton,210097,0,1,0,0,67.0,16.0,1.0,1.0,55.0,32.0,22.0,11.0,23.0,33.0,25.0,71.0,4.0,7.0,1,6-4 6-3,QF,100.0
2024-0301:296,2024-0301,Auckland,2024-01-08,2024,Hard,A,124186,Alexandre Muller,Taro Daniel,106121,0,1,0,0,79.0,74.0,4.0,3.0,93.0,51.0,34.0,22.0,42.0,56.0,40.0,111.0,1.0,5.0,1,6-4 6-7(3) 6-3,QF,159.0
2024-0301:293,2024-0301,Auckland,2024-01-08,2024,Hard,A,206681,Fabian Marozsan,Ben Shelton,210097,0,1,0,0,65.0,16.0,1.0,4.0,49.0,32.0,24.0,8.0,17.0,32.0,18.0,59.0,5.0,8.0,1,6-3 6-4,R16,71.0
2024-0301:292,2024-0301,Auckland,2024-01-08,2024,Hard,A,124116,Sebastian Ofner,Roberto Carballes Baena,106148,0,1,0,0,37.0,67.0,9.0,1.0,64.0,32.0,27.0,15.0,32.0,42.0,18.0,67.0,2.0,4.0,1,7-5 6-3,R16,101.0
2024-0301:291,2024-0301,Auckland,2024-01-08,2024,Hard,A,202103,Francisco Cerundolo,Alexandre Muller,124186,0,1,0,0,22.0,79.0,2.0,3.0,45.0,21.0,7.0,6.0,24.0,13.0,18.0,46.0,4.0,11.0,1,6-1 6-1,R16,66.0
2024-0301:290,2024-0301,Auckland,2024-01-08,2024,Hard,A,126845,Max Purcell,Taro Daniel,106121,0,1,0,0,45.0,74.0,5.0,0.0,60.0,39.0,24.0,12.0,21.0,36.0,9.0,48.0,1.0,4.0,1,6-2 6-4,R16,75.0
2024-0301:289,2024-0301,Auckland,2024-01-08,2024,Hard,A,132686,Nuno Borges,Arthur Fils,209950,0,1,0,0,66.0,35.0,1.0,0.0,39.0,24.0,12.0,5.0,15.0,17.0,6.0,34.0,2.0,7.0,1,6-2 6-0,R16,51.0
2024-0301:288,2024-0301,Auckland,2024-01-08,2024,Hard,A,200000,Felix Auger Aliassime,Daniel Altmaier,127157,0,1,0,0,27.0,57.0,9.0,2.0,87.0,57.0,37.0,17.0,30.0,54.0,31.0,92.0,4.0,6.0,1,7-6(9) 7-5,R16,154.0
2024-0301:287,2024-0301,Auckland,2024-01-08,2024,Hard,A,122298,Botic Van De Zandschulp,Alejandro Tabilo,126214,0,1,0,0,59.0,82.0,3.0,5.0,54.0,33.0,22.0,10.0,21.0,32.0,16.0,57.0,3.0,7.0,1,7-5 6-3,R16,82.0
2024-0301:286,2024-0301,Auckland,2024-01-08,2024,Hard,A,209414,Luca Van Assche,Cameron Norrie,111815,0,1,0,0,87.0,19.0,10.0,1.0,90.0,53.0,34.0,21.0,37.0,55.0,31.0,100.0,5.0,9.0,1,6-3 6-7(6) 6-1,R16,148.0
2024-0301:284,2024-0301,Auckland,2024-01-08,2024,Hard,A,104792,Gael Monfils,Fabian Marozsan,206681,0,1,0,0,75.0,65.0,16.0,1.0,120.0,79.0,59.0,25.0,41.0,84.0,36.0,122.0,3.0,5.0,1,6-4 6-7(6) 7-6(4),R32,155.0
2024-0301:283,2024-0301,Auckland,2024-01-08,2024,Hard,A,105138,Roberto Bautista Agut,Roberto Carballes Baena,106148,0,1,0,0,51.0,67.0,3.0,3.0,73.0,50.0,31.0,5.0,23.0,36.0,21.0,54.0,10.0,15.0,1,6-4 6-3,R32,104.0
2024-0301:282,2024-0301,Auckland,2024-01-08,2024,Hard,A,133430,Denis Shapovalov,Sebastian Ofner,124116,0,1,0,0,116.0,37.0,0.0,11.0,55.0,27.0,20.0,11.0,28.0,31.0,12.0,49.0,0.0,3.0,1,6-4 6-2,R32,68.0
2024-0301:280,2024-0301,Auckland,2024-01-08,2024,Hard,A,126127,Benjamin Bonzi,Alexandre Muller,124186,0,1,0,0,110.0,79.0,6.0,4.0,73.0,42.0,23.0,16.0,31.0,39.0,18.0,62.0,6.0,10.0,1,6-3 7-5,R32,98.0
2024-0301:279,2024-0301,Auckland,2024-01-08,2024,Hard,A,126846,Aleksandar Vukic,Taro Daniel,106121,0,1,0,0,63.0,74.0,4.0,1.0,65.0,35.0,25.0,16.0,30.0,41.0,30.0,78.0,3.0,7.0,1,7-5 7-5,R32,99.0
2024-0301:278,2024-0301,Auckland,2024-01-08,2024,Hard,A,208485,Kiranpal Pannu,Max Purcell,126845,0,1,0,0,716.0,45.0,2.0,4.0,60.0,40.0,33.0,7.0,20.0,40.0,9.0,51.0,2.0,4.0,1,6-4 6-4,R32,87.0
2024-0301:277,2024-0301,Auckland,2024-01-08,2024,Hard,A,104755,Richard Gasquet,Arthur Fils,209950,0,1,0,0,76.0,35.0,2.0,0.0,46.0,26.0,22.0,10.0,20.0,32.0,15.0,60.0,4.0,6.0,1,6-3 6-4,R32,69.0
2024-0301:276,2024-0301,Auckland,2024-01-08,2024,Hard,A,210506,Alex Michelsen,Nuno Borges,132686,0,1,0,0,92.0,66.0,6.0,0.0,83.0,60.0,47.0,11.0,23.0,58.0,28.0,85.0,2.0,4.0,1,0-6 7-6(6) 6-3,R32,118.0
2024-0301:275,2024-0301,Auckland,2024-01-08,2024,Hard,A,106218,Marcos Giron,Daniel Altmaier,127157,0,1,0,0,60.0,57.0,1.0,2.0,58.0,32.0,18.0,14.0,26.0,32.0,21.0,60.0,3.0,7.0,1,7-6(5) 6-2,R32,92.0
2024-0301:273,2024-0301,Auckland,2024-01-08,2024,Hard,A,111153,Christopher Eubanks,Botic Van De Zandschulp,122298,0,1,0,0,34.0,59.0,5.0,1.0,77.0,56.0,35.0,10.0,21.0,45.0,10.0,55.0,4.0,6.0,1,7-6(5) 6-2,R32,96.0
2024-0301:272,2024-0301,Auckland,2024-01-08,2024,Hard,A,127339,Borna Gojo,Alejandro Tabilo,126214,0,1,0,0,91.0,82.0,13.0,6.0,76.0,46.0,28.0,18.0,30.0,46.0,18.0,64.0,0.0,3.0,1,1-6 6-3 6-2,R32,91.0
2024-0301:271,2024-0301,Auckland,2024-01-08,2024,Hard,A,200670,J J Wolf,Luca Van Assche,209414,0,1,0,0,54.0,87.0,5.0,5.0,58.0,28.0,17.0,16.0,30.0,33.0,19.0,63.0,3.0,6.0,1,6-4 6-2,R32,93.0
2024-580:100,2024-580,Australian Open,2024-01-15,2024,Hard,G,209976,Dino Prizmic,Novak Djokovic,104925,0,1,1,0,187.0,1.0,7.0,7.0,123.0,84.0,55.0,12.0,39.0,67.0,46.0,129.0,9.0,17.0,1,6-2 6-7(5) 6-3 6-4,R128,241.0
2024-580:101,2024-580,Australian Open,2024-01-15,2024,Hard,G,117360,Marc Polmans,Alexei Popyrin,200615,0,1,0,0,154.0,43.0,11.0,5.0,113.0,77.0,51.0,15.0,36.0,66.0,21.0,87.0,7.0,11.0,1,6-3 7-6(3) 6-2,R128,148.0
2024-580:102,2024-580,Australian Open,2024-01-15,2024,Hard,G,105870,Yannick Hanfmann,Gael Monfils,104792,0,1,0,0,52.0,76.0,6.0,4.0,108.0,70.0,45.0,18.0,38.0,63.0,29.0,94.0,8.0,12.0,1,6-4 6-3 7-5,R128,139.0
2024-580:103,2024-580,Australian Open,2024-01-15,2024,Hard,G,104918,Andy Murray,Tomas Martin Etcheverry,144869,0,1,0,0,44.0,32.0,6.0,2.0,82.0,43.0,31.0,13.0,39.0,44.0,23.0,80.0,8.0,14.0,1,6-4 6-2 6-2,R128,143.0
2024-580:104,2024-580,Australian Open,2024-01-15,2024,Hard,G,104527,Stan Wawrinka,Adrian Mannarino,105173,0,1,0,0,56.0,19.0,14.0,0.0,138.0,70.0,52.0,30.0,68.0,82.0,42.0,131.0,6.0,13.0,1,6-4 3-6 5-7 6-3 6-0,R128,216.0
2024-580:105,2024-580,Australian Open,2024-01-15,2024,Hard,G,207686,Alexander Shevchenko,Jaume Munar,144719,0,1,0,0,48.0,82.0,3.0,5.0,91.0,49.0,31.0,15.0,42.0,46.0,19.0,70.0,9.0,15.0,1,6-3 6-3 6-1,R128,115.0
2024-580:106,2024-580,Australian Open,2024-01-15,2024,Hard,G,106426,Cristian Garin,Christopher Oconnell,106331,0,1,0,0,86.0,68.0,13.0,10.0,148.0,82.0,55.0,32.0,66.0,87.0,67.0,173.0,4.0,11.0,1,3-6 7-5 4-6 6-1 7-5,R128,261.0
2024-580:107,2024-580,Australian Open,2024-01-15,2024,Hard,G,105138,Roberto Bautista Agut,Ben Shelton,210097,0,1,0,0,72.0,16.0,1.0,2.0,114.0,87.0,50.0,13.0,27.0,63.0,35.0,103.0,1.0,6.0,1,6-2 7-6(2) 7-5,R128,166.0
2024-580:108,2024-580,Australian Open,2024-01-15,2024,Hard,G,207680,Facundo Diaz Acosta,Taylor Fritz,126203,0,1,0,0,90.0,12.0,4.0,7.0,157.0,99.0,65.0,25.0,58.0,90.0,58.0,150.0,9.0,16.0,1,4-6 6-3 3-6 6-2 6-4,R128,243.0
2024-580:109,2024-580,Australian Open,2024-01-15,2024,Hard,G,106148,Roberto Carballes Baena,Hugo Gaston,200384,0,1,0,0,63.0,97.0,8.0,3.0,133.0,83.0,55.0,21.0,50.0,76.0,36.0,108.0,11.0,16.0,1,6-3 6-2 3-6 6-4,R128,174.0
2024-580:110,2024-580,Australian Open,2024-01-15,2024,Hard,G,105227,Marin Cilic,Fabian Marozsan,206681,0,1,0,0,,67.0,16.0,6.0,125.0,65.0,46.0,25.0,60.0,71.0,25.0,91.0,11.0,17.0,1,6-1 2-6 6-2 7-5,R128,151.0
2024-580:111,2024-580,Australian Open,2024-01-15,2024,Hard,G,208013,Dane Sweeny,Francisco Cerundolo,202103,0,1,0,0,257.0,21.0,1.0,7.0,135.0,78.0,50.0,34.0,57.0,84.0,46.0,137.0,8.0,13.0,1,3-6 6-3 6-4 2-6 6-2,R128,203.0
2024-580:112,2024-580,Australian Open,2024-01-15,2024,Hard,G,126127,Benjamin Bonzi,Lorenzo Musetti,207518,0,1,0,0,106.0,28.0,6.0,4.0,127.0,79.0,56.0,26.0,48.0,82.0,56.0,149.0,5.0,10.0,1,7-6(3) 7-6(4) 4-6 6-2,R128,214.0
2024-580:113,2024-580,Australian Open,2024-01-15,2024,Hard,G,105902,James Duckworth,Luca Van Assche,209414,0,1,0,0,95.0,79.0,21.0,3.0,157.0,95.0,73.0,29.0,62.0,102.0,36.0,134.0,8.0,13.0,1,6-7(2) 6-3 3-6 6-3 6-3,R128,212.0
2024-580:114,2024-580,Australian Open,2024-01-15,2024,Hard,G,126846,Aleksandar Vukic,Jordan Thompson,111442,0,1,0,0,64.0,47.0,14.0,2.0,158.0,93.0,66.0,39.0,65.0,105.0,49.0,151.0,8.0,12.0,1,3-6 7-6(3) 6-2 3-6 6-4,R128,248.0
2024-580:115,2024-580,Australian Open,2024-01-15,2024,Hard,G,200267,Zizou Bergs,Stefanos Tsitsipas,126774,0,1,1,0,129.0,7.0,6.0,3.0,113.0,57.0,36.0,28.0,56.0,64.0,41.0,116.0,9.0,16.0,1,5-7 6-1 6-1 6-3,R128,179.0
2024-580:116,2024-580,Australian Open,2024-01-15,2024,Hard,G,122298,Botic Van De Zandschulp,Jannik Sinner,206173,0,1,1,0,59.0,4.0,8.0,2.0,107.0,69.0,45.0,15.0,38.0,60.0,29.0,88.0,10.0,15.0,1,6-4 7-5 6-3,R128,154.0
2024-580:117,2024-580,Australian Open,2024-01-15,2024,Hard,G,106398,Pedro Cachin,Jesper De Jong,207411,0,1,0,0,74.0,161.0,7.0,3.0,105.0,66.0,45.0,19.0,39.0,64.0,33.0,112.0,3.0,8.0,1,4-6 6-2 6-3 6-4,R128,153.0
2024-580:118,2024-580,Australian Open,2024-01-15,2024,Hard,G,106186,Jason Kubler,Daniel Elahi Galan,123755,0,1,0,0,113.0,87.0,11.0,4.0,175.0,109.0,71.0,33.0,66.0,104.0,84.0,202.0,7.0,13.0,1,2-6 6-3 7-6(3) 4-6 7-6(8),R128,299.0
2024-580:120,2024-580,Australian Open,2024-01-15,2024,Hard,G,106432,Borna Coric,Frances Tiafoe,126207,0,1,0,0,40.0,17.0,12.0,2.0,118.0,80.0,56.0,19.0,38.0,75.0,63.0,163.0,5.0,9.0,1,6-3 7-6(7) 2-6 6-3,R128,208.0
2024-580:121,2024-580,Australian Open,2024-01-15,2024,Hard,G,208278,Shintaro Mochizuki,Tomas Machac,207830,0,1,0,0,136.0,75.0,4.0,4.0,104.0,56.0,40.0,19.0,48.0,59.0,34.0,103.0,7.0,12.0,1,7-5 6-1 7-5,R128,150.0
2024-580:122,2024-580,Australian Open,2024-01-15,2024,Hard,G,126214,Alejandro Tabilo,Aleksandar Kovacevic,206499,0,1,0,0,49.0,101.0,34.0,6.0,143.0,89.0,73.0,26.0,54.0,99.0,52.0,162.0,2.0,6.0,1,6-7(2) 7-6(7) 1-6 6-1 6-3,R128,202.0
2024-580:123,2024-580,Australian Open,2024-01-15,2024,Hard,G,127157,Daniel Altmaier,Karen Khachanov,111575,0,1,0,0,50.0,15.0,10.0,3.0,145.0,90.0,68.0,26.0,55.0,94.0,49.0,147.0,8.0,12.0,1,5-7 6-3 7-6(5) 7-6(3),R128,242.0
2024-580:125,2024-580,Australian Open,2024-01-15,2024,Hard,G,200443,Adam Walton,Matteo Arnaldi,208286,0,1,0,0,174.0,41.0,1.0,0.0,92.0,59.0,40.0,15.0,33.0,55.0,41.0,114.0,8.0,13.0,1,7-6(5) 6-2 6-4,R128,156.0
2024-580:126,2024-580,Australian Open,2024-01-15,2024,Hard,G,126239,Arthur Rinderknech,Pavel Kotov,200303,0,1,0,0,94.0,65.0,18.0,6.0,183.0,114.0,85.0,29.0,69.0,114.0,55.0,176.0,10.0,16.0,1,7-5 6-1 6-7(6) 6-7(5) 6-3,R128,282.0
2024-580:127,2024-580,Australian Open,2024-01-15,2024,Hard,G,111797,Nicolas Jarry,Flavio Cobolli,207925,0,1,0,0,18.0,100.0,8.0,2.0,140.0,89.0,65.0,23.0,51.0,88.0,49.0,134.0,9.0,15.0,1,6-4 3-6 6-3 2-6 7-5,R128,241.0
2024-580:128,2024-580,Australian Open,2024-01-15,2024,Hard,G,200240,Vit Kopriva,Sebastian Korda,200624,0,1,0,0,132.0,26.0,13.0,11.0,150.0,85.0,61.0,20.0,65.0,81.0,41.0,116.0,10.0,18.0,1,6-1 6-4 2-6 4-6 6-2,R128,185.0
2024-580:129,2024-580,Australian Open,2024-01-15,2024,Hard,G,144750,Lloyd Harris,Quentin Halys,111460,0,1,0,0,167.0,110.0,15.0,2.0,135.0,95.0,72.0,21.0,40.0,93.0,45.0,152.0,5.0,7.0,1,4-6 7-6(5) 7-5 7-6(2),R128,187.0
2024-580:130,2024-580,Australian Open,2024-01-15,2024,Hard,G,106121,Taro Daniel,Christopher Eubanks,111153,0,1,0,0,58.0,35.0,4.0,3.0,76.0,45.0,30.0,18.0,31.0,48.0,14.0,73.0,7.0,11.0,1,6-4 6-2 6-3,R128,99.0
2024-580:131,2024-580,Australian Open,2024-01-15,2024,Hard,G,205734,Thiago Seyboth Wild,Andrey Rublev,126094,0,1,1,0,77.0,5.0,15.0,6.0,202.0,130.0,91.0,34.0,72.0,125.0,46.0,154.0,19.0,23.0,1,7-5 6-4 3-6 4-6 7-6(6),R128,222.0
2024-580:132,2024-580,Australian Open,2024-01-15,2024,Hard,G,106415,Yoshihito Nishioka,Holger Rune,208029,0,1,1,0,61.0,8.0,4.0,4.0,135.0,83.0,57.0,26.0,52.0,83.0,40.0,135.0,8.0,11.0,1,6-2 4-6 7-6(3) 6-4,R128,205.0
2024-580:133,2024-580,Australian Open,2024-01-15,2024,Hard,G,111513,Laslo Djere,Arthur Cazaux,209070,0,1,0,0,33.0,122.0,5.0,7.0,160.0,100.0,64.0,29.0,60.0,93.0,32.0,119.0,11.0,18.0,1,6-2 6-7(3) 6-2 3-6 6-2,R128,206.0
2024-580:134,2024-580,Australian Open,2024-01-15,2024,Hard,G,106210,Jiri Vesely,Arthur Fils,209950,0,1,0,0,293.0,34.0,3.0,8.0,129.0,88.0,59.0,19.0,41.0,78.0,21.0,99.0,8.0,12.0,1,4-6 7-5 6-2 6-3,R128,163.0
2024-580:135,2024-580,Australian Open,2024-01-15,2024,Hard,G,126128,Roman Safiullin,Tallon Griekspoor,134868,0,1,0,0,36.0,31.0,16.0,3.0,143.0,88.0,67.0,35.0,55.0,102.0,56.0,162.0,4.0,7.0,1,2-6 3-6 7-6(3) 6-4 7-5,R128,230.0
2024-580:136,2024-580,Australian Open,2024-01-15,2024,Hard,G,105676,David Goffin,Ugo Humbert,200005,0,1,0,0,112.0,20.0,9.0,3.0,130.0,77.0,55.0,26.0,53.0,81.0,35.0,120.0,12.0,17.0,1,6-2 7-5 5-7 6-3,R128,176.0
2024-580:137,2024-580,Australian Open,2024-01-15,2024,Hard,G,105948,Federico Coria,Zhizhen Zhang,111190,0,1,0,0,84.0,54.0,14.0,7.0,114.0,64.0,52.0,22.0,50.0,74.0,39.0,112.0,7.0,11.0,1,6-4 7-6(3) 7-6(5),R128,153.0
2024-580:138,2024-580,Australian Open,2024-01-15,2024,Hard,G,133430,Denis Shapovalov,Jakub Mensik,210150,0,1,0,0,114.0,142.0,12.0,7.0,106.0,60.0,46.0,19.0,46.0,65.0,22.0,95.0,7.0,10.0,1,6-3 7-5 7-5,R128,139.0
2024-580:139,2024-580,Australian Open,2024-01-15,2024,Hard,G,117357,Omar Jasika,Hubert Hurkacz,128034,0,1,1,0,343.0,9.0,3.0,0.0,98.0,65.0,40.0,21.0,33.0,61.0,24.0,92.0,4.0,7.0,1,7-6(4) 6-4 6-2,R128,131.0
2024-580:140,2024-580,Australian Open,2024-01-15,2024,Hard,G,105916,Marton Fucsovics,Grigor Dimitrov,105777,0,1,0,0,70.0,13.0,5.0,6.0,146.0,80.0,51.0,35.0,66.0,86.0,39.0,119.0,16.0,21.0,1,4-6 6-3 7-6(1) 6-2,R128,207.0
2024-580:141,2024-580,Australian Open,2024-01-15,2024,Hard,G,124116,Sebastian Ofner,Thanasi Kokkinakis,106423,0,1,0,0,37.0,80.0,15.0,3.0,160.0,97.0,78.0,33.0,63.0,111.0,47.0,165.0,5.0,7.0,1,7-6(1) 2-6 6-7(4) 6-1 7-6(8),R128,258.0
2024-580:142,2024-580,Australian Open,2024-01-15,2024,Hard,G,109739,Maximilian Marterer,Nuno Borges,132686,0,1,0,0,96.0,69.0,11.0,4.0,118.0,79.0,51.0,17.0,39.0,68.0,27.0,99.0,10.0,14.0,1,7-5 7-6(3) 6-2,R128,149.0
2024-580:143,2024-580,Australian Open,2024-01-15,2024,Hard,G,106005,Constant Lestienne,Alejandro Davidovich Fokina,200221,0,1,0,0,99.0,24.0,7.0,4.0,115.0,71.0,46.0,23.0,44.0,69.0,41.0,116.0,8.0,12.0,1,6-4 6-4 7-6(5),R128,166.0
2024-580:144,2024-580,Australian Open,2024-01-15,2024,Hard,G,106233,Dominic Thiem,Felix Auger Aliassime,200000,0,1,0,0,92.0,30.0,15.0,8.0,180.0,121.0,85.0,28.0,59.0,113.0,51.0,166.0,8.0,13.0,1,6-3 7-5 6-7(5) 5-7 6-3,R128,299.0
2024-580:145,2024-580,Australian Open,2024-01-15,2024,Hard,G,124186,Alexandre Muller,Hugo Grenier,126409,0,1,0,0,73.0,178.0,12.0,5.0,180.0,126.0,84.0,31.0,54.0,115.0,61.0,167.0,7.0,11.0,1,2-6 7-6(3) 4-6 6-4 7-6(7),R128,259.0
